YEAR,QUARTER,ORIGIN,DEST,OPERATING_CARRIER,PASSENGERS,MARKET_FARE
2025,1,FLL,LGA,NK,1.0,316.5
2025,1,FLL,LGA,NK,1.0,319.0
2025,1,FLL,LGA,NK,1.0,322.0
2025,1,FLL,LGA,NK,1.0,324.0
2025,1,FLL,LGA,NK,1.0,325.0
2025,1,FLL,LGA,NK,1.0,327.0
2025,1,FLL,LGA,NK,1.0,354.0
2025,1,FLL,LGA,NK,1.0,358.0
2025,1,FLL,LGA,NK,1.0,364.0
2025,1,FLL,LGA,NK,1.0,368.0
2025,1,FLL,LGA,NK,1.0,375.0
2025,1,FLL,LGA,NK,1.0,379.0
2025,1,FLL,LGA,NK,1.0,384.0
2025,1,FLL,LGA,NK,1.0,388.0
2025,1,FLL,LGA,NK,1.0,408.0
2025,1,FLL,LGA,NK,1.0,412.0
2025,1,FLL,LGA,NK,1.0,414.0
2025,1,FLL,LGA,NK,1.0,416.0
2025,1,FLL,LGA,NK,1.0,417.0
2025,1,FLL,LGA,NK,1.0,422.5
2025,1,FLL,LGA,NK,1.0,423.0
2025,1,FLL,LGA,NK,1.0,435.0
2025,1,FLL,LGA,NK,1.0,439.0
2025,1,FLL,LGA,NK,1.0,446.5
2025,1,FLL,LGA,NK,1.0,451.5
2025,1,FLL,LGA,NK,1.0,499.0
2025,1,FLL,LGA,NK,1.0,513.0
2025,1,FLL,LGA,NK,2.0,6.0
2025,1,FLL,LGA,NK,2.0,11.0
2025,1,FLL,LGA,NK,2.0,15.0
2025,1,FLL,LGA,NK,2.0,16.0
2025,1,FLL,LGA,NK,2.0,16.0
2025,1,FLL,LGA,NK,2.0,17.0
2025,1,FLL,LGA,NK,2.0,20.5
2025,1,FLL,LGA,NK,2.0,22.0
2025,1,FLL,LGA,NK,2.0,23.0
2025,1,FLL,LGA,NK,2.0,25.0
2025,1,FLL,LGA,NK,2.0,32.0
2025,1,FLL,LGA,NK,2.0,32.0
2025,1,FLL,LGA,NK,2.0,33.0
2025,1,FLL,LGA,NK,2.0,33.0
2025,1,FLL,LGA,NK,2.0,34.0
2025,1,FLL,LGA,NK,2.0,34.5
2025,1,FLL,LGA,NK,2.0,35.0
