YEAR,QUARTER,ORIGIN,DEST,OPERATING_CARRIER,PASSENGERS,MARKET_FARE
2025,2,FLL,LGA,NK,1.0,429.0
2025,2,FLL,LGA,NK,1.0,437.0
2025,2,FLL,LGA,NK,1.0,447.0
2025,2,FLL,LGA,NK,1.0,452.0
2025,2,FLL,LGA,NK,1.0,458.0
2025,2,FLL,LGA,NK,1.0,482.0
2025,2,FLL,LGA,NK,1.0,485.0
2025,2,FLL,LGA,NK,1.0,497.0
2025,2,FLL,LGA,NK,1.0,498.0
2025,2,FLL,LGA,NK,1.0,504.0
2025,2,FLL,LGA,NK,1.0,507.0
2025,2,FLL,LGA,NK,1.0,560.0
2025,2,FLL,LGA,NK,2.0,11.0
2025,2,FLL,LGA,NK,2.0,16.0
2025,2,FLL,LGA,NK,2.0,16.0
2025,2,FLL,LGA,NK,2.0,20.0
2025,2,FLL,LGA,NK,2.0,26.5
2025,2,FLL,LGA,NK,2.0,33.0
2025,2,FLL,LGA,NK,2.0,38.7
2025,2,FLL,LGA,NK,2.0,41.5
2025,2,FLL,LGA,NK,2.0,44.0
2025,2,FLL,LGA,NK,2.0,45.0
2025,2,FLL,LGA,NK,2.0,48.5
2025,2,FLL,LGA,NK,2.0,50.0
2025,2,FLL,LGA,NK,2.0,50.0
2025,2,FLL,LGA,NK,2.0,50.0
2025,2,FLL,LGA,NK,2.0,51.46
2025,2,FLL,LGA,NK,2.0,52.5
2025,2,FLL,LGA,NK,2.0,52.5
2025,2,FLL,LGA,NK,2.0,52.51
2025,2,FLL,LGA,NK,2.0,53.0
2025,2,FLL,LGA,NK,2.0,55.5
2025,2,FLL,LGA,NK,2.0,58.46
2025,2,FLL,LGA,NK,2.0,58.5
2025,2,FLL,LGA,NK,2.0,61.5
2025,2,FLL,LGA,NK,2.0,63.0
2025,2,FLL,LGA,NK,2.0,63.83
2025,2,FLL,LGA,NK,2.0,65.0
2025,2,FLL,LGA,NK,2.0,65.5
2025,2,FLL,LGA,NK,2.0,66.0
2025,2,FLL,LGA,NK,2.0,66.0
2025,2,FLL,LGA,NK,2.0,69.5
2025,2,FLL,LGA,NK,2.0,70.0
2025,2,FLL,LGA,NK,2.0,70.0
2025,2,FLL,LGA,NK,2.0,70.5
2025,2,FLL,LGA,NK,2.0,72.5
2025,2,FLL,LGA,NK,2.0,76.0
2025,2,FLL,LGA,NK,2.0,76.5
2025,2,FLL,LGA,NK,2.0,78.0
2025,2,FLL,LGA,NK,2.0,81.0
2025,2,FLL,LGA,NK,2.0,82.0
2025,2,FLL,LGA,NK,2.0,82.5
2025,2,FLL,LGA,NK,2.0,83.0
2025,2,FLL,LGA,NK,2.0,84.43
2025,2,FLL,LGA,NK,2.0,92.0
2025,2,FLL,LGA,NK,2.0,95.0
2025,2,FLL,LGA,NK,2.0,96.0
2025,2,FLL,LGA,NK,2.0,96.0
2025,2,FLL,LGA,NK,2.0,97.0
2025,2,FLL,LGA,NK,2.0,98.0
2025,2,FLL,LGA,NK,2.0,98.5
2025,2,FLL,LGA,NK,2.0,103.0
2025,2,FLL,LGA,NK,2.0,103.5
2025,2,FLL,LGA,NK,2.0,107.0
2025,2,FLL,LGA,NK,2.0,108.0
2025,2,FLL,LGA,NK,2.0,111.0
2025,2,FLL,LGA,NK,2.0,111.5
2025,2,FLL,LGA,NK,2.0,112.0
2025,2,FLL,LGA,NK,2.0,112.26
2025,2,FLL,LGA,NK,2.0,113.0
2025,2,FLL,LGA,NK,2.0,115.0
2025,2,FLL,LGA,NK,2.0,115.0
